"id_operation","lib_transaction","credit","debit","id_categorie","lib_categorie","id_sous_categorie","lib_sous_categorie"
1478,"CARTE X5952 27/04 CARREFOUR TPE",,-30.520000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1479,"VIR RECU    1182133219S DE: Google Ireland Limited MOTIF: GG101S05UE REF: GG101S05UE PROVENANCE: IE Irlande",0.300000,,,"",,""
1480,"PRELEVEMENT EUROPEEN 2906749610 DE: BOUYGUES TELECOM ID: FR35ZZZ418323 REF: PAGP0100K5J8ZR MANDAT BTAW0J340IG93",,-28.140000,57,"FRAIS POSTE ET TELECOM",151,"Frais de téléphonie"
1481,"PRELEVEMENT EUROPEEN 8807253734 DE: BOUYGUES TELECOM ID: FR35ZZZ418323 REF: PAGP0100JYF82O MANDAT BT08501RSJ815",,-24.990000,57,"FRAIS POSTE ET TELECOM",151,"Frais de téléphonie"
1482,"000001 VIR EUROPEEN EMIS   NET POUR: COMET SAS REF: 9909982649270 REMISE: REMBOURSEMENT DU VIREMT 04-06-2018 MOTIF: REMBOURSEMENT DU VIREMT 04-06-2018",,-8640.000000,,"",,""
1483,"PRLV EUROPEEN B2B    1900557313 POUR CPTE DE:DGFIP IMPOT ID: FR46ZZZ005002 MOTIF: PASDSN15042019-032019-8023774570001 4",,-217.000000,81,"DETTE FISCALE ET SOCIALE ",,""
1484,"CARTE X5952 19/04 LA POSTE L930480",,-36.830000,57,"FRAIS POSTE ET TELECOM",150,"Frais postaux"
1485,"CARTE X5952 15/04 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-999.960000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1486,"PRELEVEMENT EUROPEEN 2402889801 DE: HUMANIS ID: FR16ZZZ633229 MOTIF: RETRAITE - HUMANIS - 201901T - SIRE T 80237745700014 -AG081000006176205",,-1032.790000,63,"CHARGES SOCIALES PERSONN",224,"Cotisation UMANIS"
1487,"CARTE X5952 27/04 Action 4051",,-24.120000,43,"MATIERES ET FOURNITURES",125,"Fournitures de bureau "
1488,"PRELEVEMENT EUROPEEN 1508783007 DE: Urssaf Ile-de-France (117) ID: FR86ZZZ112534 MOTIF: UR 117000001557478698    MARS197886 1,78E+13",,-3642.000000,63,"CHARGES SOCIALES PERSONN",163,"Cotisations Urssaf"
1489,"VIR RECU    0389304339S DE: MALTEM MOTIF: VIRT FACT BNP-2019-02 REF: SAU",24508.000000,,75,"VENTES PRESTATIONS SERV",202,"Prestations services prod."
1490,"CARTE X5952 09/04 MOJITO'S AND MO",,-32.000000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1491,"CARTE X5952 29/03 EL KAHINA",,-25.000000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1492,"CARTE X5952 15/04 NESPRESSO FRANC COMMERCE ELECTRONIQUE",,-105.000000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1493,"COTIS JAZZPRO REDUC JAZZ-20% MONTANT NT  :    22,15 EUR MONTANT HT  :     8,25 EUR TVA A 20,00%:     1,65 EUR",,-32.050000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
1494,"CARTE X5952 REMBT 27/04 Action 4051",24.120000,,,"",,""
1495,"VIR RECU    0384073311S DE: MALTEM MOTIF: VIRT FACT BNP-2019-01 REF: SAU",12055.000000,,75,"VENTES PRESTATIONS SERV",202,"Prestations services prod."
1496,"FRAIS PAIEMENT HORS ZONE EURO CARTE X5952 15/05 18,00 USD PAYS-BAS",,-1.430000,,"",,""
1497,"CARTE X5952 06/05 AUCHAN BAGNOLET",,-79.990000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1498,"CARTE X5952 17/05 AUCHAN BAGNOLET",,-1008.000000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1499,"CARTE X5952 02/05 CARREF AULNAY",,-179.790000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1500,"CHEQUE     113",,-230.560000,,"",,""
1501,"CARTE X5952 03/05 CARREF AULNAY",,-51.740000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1502,"PRELEVEMENT EUROPEEN 3311906519 DE: NIT ENCAISSEMENTS ID: FR91ZZZ194409 MOTIF: Societe:TITRES DE SERVICES/Factures :1910182121/03713/D.Emission:2019-0",,-1311.480000,67,"AUTRES CHARGES PERSONNEL",186,"Titres restaurants"
1503,"CARTE X5952 14/05 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-7.990000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1504,"000001 VIR EUROPEEN EMIS   NET POUR: ADBI REF: 9912789570123 REMISE: Reglement de Prestation Mars 2019 MOTIF: Reglement de Prestation Mars 2019",,-7020.000000,42,"ETUDES ET PRESTATIONS",120,"Achats d'études France"
1505,"PRLV EUROP PONCTUEL  4609234915 DE: AXA ID: FR14ZZZ391832 MOTIF: I0000385556004-NUMERO D APPEL000000 982362",,-438.420000,63,"CHARGES SOCIALES PERSONN",164,"Cotisations prévoyance mutelle"
1506,"CARTE X5952 30/04 CARREFOUR DAC",,-20.030000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1507,"CARTE X5952 01/05 GOOGLE *CLOUD_0130AA-6 0,34 EUR IRLANDE COMMERCE ELECTRONIQUE",,-0.340000,44,"SOUS TRAITANCE GENERALE",127,"Hébergement U.E"
1508,"CARTE X5952 10/05 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-53.730000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1509,"000008 VIR EUROPEEN EMIS   TRANS_ELEC REMISE:BIGAPP/30003.03800/190524/1 REF: 914435596926",,-10126.130000,62,"REMUNERATIONS PERSONNEL",178," Salaires bruts"
1510,"CIONS TENUE DE COMPTE AU 30/04/19 : -CION MOUVEMENT EUR       51,44 AU DELA DU SEUIL JAZZ PRO",,-51.440000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
1511,"VIR RECU    3880130754S DE: MALTEM MOTIF: virt fact bnp-2019-01-rel/BNP-2019- 01-SUI REF: SAU",13778.600000,,75,"VENTES PRESTATIONS SERV",202,"Prestations services prod."
1512,"VIR RECU    4786576441S DE: MONTREAL ASSOCIATES(SYSTEMS)SL MONTREA L ASSOCIATES(SYST) SL MOTIF: BIG APPS REF: SE000057/3",11130.000000,,75,"VENTES PRESTATIONS SERV",202,"Prestations services prod."
1513,"PRELEVEMENT EUROPEEN 5907359534 DE: BOUYGUES TELECOM ID: FR35ZZZ418323 REF: PAGP0100KCPXL3 MANDAT BTAW0J340IG93",,-24.990000,57,"FRAIS POSTE ET TELECOM",151,"Frais de téléphonie"
1514,"CARTE X5952 25/05 CARREF AULNAY",,-63.740000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1515,"CARTE X5952 11/05 MAISONS DU MONDE",,-858.000000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1516,"CARTE X5952 15/05 ATLASSIAN 18,00 USD PAYS-BAS 1 EUR=1,1173 USD COMMERCE ELECTRONIQUE",,-16.110000,,"",,""
1517,"CHEQUE     112",,-121.600000,,"",,""
1518,"CARTE X5952 27/05 BP BONDY",,-10.000000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1519,"CARTE X5952 30/04 CARREFOUR ROSNY",,-203.550000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1520,"CARTE X5952 14/05 MAISONS DU MONDE",,-1258.870000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1521,"CARTE X5952 03/05 KLM BOULANGERIE",,-54.400000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1522,"CARTE X5952 03/05 AMEL",,-10.000000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1523,"PRLV EUROP PONCTUEL  4609234897 DE: AXA ID: FR14ZZZ391832 MOTIF: I0000385556009-NUMERO D APPEL000000 705405",,-246.000000,63,"CHARGES SOCIALES PERSONN",164,"Cotisations prévoyance mutelle"
1524,"CARTE X5952 20/05 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-29.990000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1525,"CARTE X5952 03/05 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-233.900000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1526,"CARTE X5952 30/04 CARREFOUR CLAYE",,-249.900000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1527,"CARTE X5952 02/05 GOOGLE*GSUITE BIGAPPS. 15,07 EUR IRLANDE COMMERCE ELECTRONIQUE",,-15.070000,44,"SOUS TRAITANCE GENERALE",127,"Hébergement U.E"
1528,"PRELEVEMENT EUROPEEN 4508494732 DE: Urssaf Ile-de-France (117) ID: FR86ZZZ112534 MOTIF: UR 117000001557478698    AVR 197886 1,78E+13",,-3696.000000,63,"CHARGES SOCIALES PERSONN",163,"Cotisations Urssaf"
1529,"PRLV EUROP PONCTUEL  4609234906 DE: AXA ID: FR14ZZZ391832 MOTIF: I0000385556005-NUMERO D APPEL000000 893062",,-1128.000000,63,"CHARGES SOCIALES PERSONN",164,"Cotisations prévoyance mutelle"
1530,"COTIS JAZZPRO REDUC JAZZ-20% MONTANT NT  :    22,15 EUR MONTANT HT  :     8,25 EUR TVA A 20,00%:     1,65 EUR",,-32.050000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
1531,"000001 VIR EUROPEEN EMIS   NET POUR: ADBI REF: 9912789571186 REMISE: Sous-location Bagnolet Mars-2019 MOTIF: Sous-location Bagnolet Mars-2019",,-2052.750000,56,"LOCATIONS IMMOBILIERES",215,"	Locations immobilières Porte de Bagnolet"
1532,"CARTE X5952 REMBT 16/05 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",7.980000,,,"",,""
1533,"000001 VIR EUROPEEN EMIS   NET POUR: SARL CABINET D EXPERTISE COMPTABLE D ES 7 CHEMINS REF: 9913090374170 REMISE: Reglements divres factures",,-5221.500000,,"",,""
1534,"PRLV EUROP PONCTUEL  4609234888 DE: AXA ID: FR14ZZZ391832 MOTIF: I0000385556010-NUMERO D APPEL000000 705406",,-99.000000,63,"CHARGES SOCIALES PERSONN",164,"Cotisations prévoyance mutelle"
1535,"PRLV EUROPEEN B2B    5101036869 POUR CPTE DE:DGFIP IMPOT ID: FR46ZZZ005002 MOTIF: PASDSN15052019-042019-8023774570001 4",,-217.000000,81,"DETTE FISCALE ET SOCIALE ",,""
1536,"CARTE X5952 20/05 AMAZON EU SARL COMMERCE ELECTRONIQUE",,-120.500000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1537,"GOOGLE Google St PARIS",,-1.990000,4,"SOUS TRAITANCE GENERALE",9,"Hébergement U.E"
1538,"AMAZON EU SARL PAYLI2090401/",,-385.000000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
1539,"AMAZON PAYMENTS PAYLI2441535/",,-95.540000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1540,"AMAZON EU SARL PAYLI2090401/",,-794.950000,,"",,""
1541,"REST.BALABAN BAGNOLET",,-122.800000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1542,"AMAZON EU SARL PAYLI2090401/",,-616.000000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
1543,"AMAZON EU SARL PAYLI2090401/",,-159.980000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
1544,"AMAZON EU SARL PAYLI2090401/",,-79.990000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
1545,"AMAZON EU SARL PAYLI2090401/",,-162.310000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
1546,"OVH ROUBAIX",,-68.360000,14,"PUBLICITE RELATIONS PUBL",38,"Publicité France "
1547,"LinkedInFR PARIS",,-29.740000,19,"AUTRES SERVICES DIVERS",46,"Frais de recrutement"
1548,"OFFICE DEPOT LOGNES",,-513.570000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1549,"AMAZON EU SARL PAYLI2090401/",,-794.950000,,"",,""
1550,"BISTROT VR PROVINS",,-133.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1551,"AMAZON PAYMENTS PAYLI2441535/",,-79.850000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
1552,"BASILIC THAI PARIS",,-106.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1553,"LE PALINURO PARIS",,-30.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1554,"SEPHORA 063 PARIS",,-47.000000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
1555,"LA POSTE L757080 PARIS HAUSSMA",,-5.850000,17,"FRAIS POSTE ET TELECOM",42,"Frais postaux"
1556,"CAPWEST SAINT MALO",,-503.230000,15,"VOYAGES ET DEPLACEMENTS",40,"Frais déplacements salariés"
1557,"FRANPRIX PSC PARIS",,-15.080000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1558,"CARREFOUR NOISY NOISY LE GRAND",,-100.580000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1559,"ELGI PARIS",,-44.700000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1560,"FRANPRIX PARIS",,-52.470000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1561,"PIZZA FOOD CHENNEVIERES",,-49.200000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1562,"HOTEL OCEANIA CLERMONT FERRA",,-351.600000,15,"VOYAGES ET DEPLACEMENTS",40,"Frais déplacements salariés"
1563,"AU PETIT RICHE PARIS",,-195.500000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1564,"AMAZON PAYMENTS PAYLI2441535/",,-179.000000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1565,"ANDREA PUTEAUX",,-55.300000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1566,"WOK GRILL FONTENAY AUX R",,-162.100000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1567,"GOOGLE Google St PARIS",,-1.990000,4,"SOUS TRAITANCE GENERALE",9,"Hébergement U.E"
1568,"AMAZON PAYMENTS PAYLI2441535/",,-27.980000,,"",,""
1569,"FREBE AUTO PARIS",,-69.000000,9,"ENTRETIEN BIENS MOBIL",22,"Entretien de véhicule"
1570,"AMAZON PAYMENTS PAYLI2441535/",,-9.990000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1571,"AMAZON EU SARL PAYLI2090401/",,-31.980000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1572,"RATP PARIS",,-12.400000,23,"REMUNERATIONS PERSONNEL",72,"Indemnités de transport"
1573,"CARREFOUR ORMESS ORMESSON SUR M",,-113.340000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1574,"ANDREA PUTEAUX",,-54.100000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1575,"LinkedInFR PARIS",,-29.740000,19,"AUTRES SERVICES DIVERS",46,"Frais de recrutement"
1576,"NEW BALAL PARIS",,-44.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1577,"PIZZA FOOD CHENNEVIERES",,-55.500000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1578,"RATP PARIS",,-12.400000,23,"REMUNERATIONS PERSONNEL",72,"Indemnités de transport"
1579,"LA TENTE BERBERE CLERMONT FERRA",,-48.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1580,"SHOW ROOM DECO ROSNY SOUS BOI",,-500.000000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1581,"WOK GRILL FONTENAY AUX R",,-215.900000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1582,"LE JAIPUR CLERMONT FERRA",,-110.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1583,"LEROY MERLIN CHELLES CEDEX",,-202.990000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1584,"AMAZON PAYMENTS PAYLI2441535/",,-20.990000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1585,"AMAZON PAYMENTS PAYLI2441535/",,-27.980000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1586,"AMAZON PAYMENTS PAYLI2441535/",,-197.220000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1587,"SHOW ROOM DECO ROSNY SOUS BOI",,-1450.000000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1588,"OVH ROUBAIX",,-68.360000,14,"PUBLICITE RELATIONS PUBL",38,"Publicité France "
1589,"VENG HOUR PUTEAUX",,-54.270000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1590,"LA POSTE L757080 PARIS HAUSSMA",,-2.160000,17,"FRAIS POSTE ET TELECOM",42,"Frais postaux"
1591,"Action 4207 Montigny-le-B",,-43.920000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1592,"UBER TRIP HELP.U .uber.com",,-23.650000,15,"VOYAGES ET DEPLACEMENTS",40,"Frais déplacements salariés"
1593,"LA POSTE L757080 PARIS HAUSSMA",,-7.650000,17,"FRAIS POSTE ET TELECOM",42,"Frais postaux"
1594,"CAPWEST SAINT MALO",,-503.230000,15,"VOYAGES ET DEPLACEMENTS",40,"Frais déplacements salariés"
1595,"FRANPRIX PSC PARIS",,-8.990000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1596,"OFFICE DEPOT PSC PARIS",,-8.980000,3,"MATIERES ET FOURNITURES",7,"Fournitures de bureau "
1597,"LA POSTE L757080 PARIS HAUSSMA",,-12.800000,17,"FRAIS POSTE ET TELECOM",42,"Frais postaux"
1598,"OKAIDI 0653 PUTEAUX",,-130.930000,14,"PUBLICITE RELATIONS PUBL",39,"Cadeaux"
1599,"LEROY MERLIN BOIS D ARCY",,-31.400000,3,"MATIERES ET FOURNITURES",5,"Petit équipement France"
1600,"AMENDE PVE WEB RENNES",,-135.000000,31,"CHARGES EXCEPT GESTION",89,"Pénalités fiscales et sociales"
1601,"VIR MICROPOLE FRANCE 1906146323",5322.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1602,"VIR VERALLIA PACKAGING 0018002144 /INV/FC190184 30.4.2019",13038.000000,,,"",,""
1603,"PRLV SEPA EXPERTISE COMPTABLE A PK9177383X33ZM03 ECAI",,-4723.800000,13,"INTERMED ET HONORAIRES",107,"Honoraires comptables"
1604,"VIR S.A.S. BUSINESS MESSAG FC190135 201904002ALI ALROMEH AVRIL",7761.600000,,,"",,""
1605,"PRLV SEPA TOTAL MS I0000002998629-010032547238052019 /INV/F9H06213/0087263392 //20190618-SAGR3",,-870.200000,3,"MATIERES ET FOURNITURES",6,"Carburant"
1606,"VIR H DISPO INFO 032019165989816900000001 HD INFO FAC 032019 NUM FC190109",11340.000000,,,"",,""
1607,"PRLV SEPA URSSAF ILE-DE-FRANCE BQE211719168072005RCUR000077734 UR 117000001549472650 MAI 19788617793000180619",,-71687.000000,22,"CHARGES SOCIALES PERSONN",55,"Cotisations Urssaf"
1608,"PRLV SEPA CREDIPAR 101G8837265 101G8837265 32 050619 VOTRE IDENTIFIANT ESPACE CLIENT : NOTRE SITE :",,-341.640000,18,"SERVICES BANCAIRES",44,"Frais sur emprunts"
1609,"PRLV SEPA DGFIP 220750560700072706669 CVAE-062019-1329AC",,-12034.000000,,"",,""
1610,"REM CHQ REF10290A04",4235.990000,,,"",,""
1611,"PRLV SEPA GOOGLE IRELAND LIMITE GG101UKMVO APPS COMMERCE:ADBI.FR:GG101UKMVO",,-384.270000,4,"SOUS TRAITANCE GENERALE",9,"Hébergement U.E"
1612,"PRLV SEPA BOUYGUES TELECOM PAGP0100KGWJZE BOUYGUES TELECOM",,-366.810000,17,"FRAIS POSTE ET TELECOM",43,"Frais de téléphonie"
1613,"VIR RDG",,-20000.000000,82,"RESSOURCE DE DÉVELOPPEMENT GROUPE",226,"RDG"
1614,"VIR KORBEN 0121000799 /INV/ FC190212",12000.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1615,"VIR JCDECAUX SA 3750005678 /INV/FC190062 28.2.2019 /INV/FC190171 30.4.2019",16890.000000,,,"",,""
1616,"PRLV SEPA SPB DEB-SPB-876-20190525-000031000850 ASSURANCE MOBILE SPB BOUYGUES TELECOM",,-14.990000,11,"ASSURANCES",27,"Assurance mobiles "
1617,"PRLV SEPA AG2R REUNICA AG029000003088547 RETRAITE - AG2R REUNICA - 201905M - SIRET 80532165000030 -AG0290000030",,-19594.690000,22,"CHARGES SOCIALES PERSONN",54,"Cotisations Réunica"
1618,"FAC.CIC SGT19005200488604 DONT TVA 9,80EUR",,-110.200000,18,"SERVICES BANCAIRES",45,"Frais bancaires"
1619,"VIR BLUESCALE 2019 DU 01 A 04",,-41310.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1620,"VIR KAO FC MAI",,-11400.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1621,"PRLV SEPA NIT ENCAISSEMENTS PRL NO P03743-001-CE3096286 SOCIETE:TITRES DE SERVICES/FACTURES:1910221606/03743/D.EMISSION:2019-0",,-9393.240000,26,"AUTRES CHARGES PERSONNEL",79,"Titres restaurants"
1622,"VIR SOPRA STERIA GROUP 010PAD358219 FC190180-FC190180-FC190183-FC190182-FC190181",46701.000000,,,"",,""
1623,"VIR DEVL HUB PRO SGBDDF1-P-EU2S-003109-0000271679 FC190106",10920.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1624,"VIR CONFORAMA FRANCE CONFORAMA FRANCE SA/2019-06-21/6064 6064927",17460.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1625,"VIR SIE 9EME EST 120750560DAC801-2019 REMB. CREANCES IS - CIR/2017/805321650",259495.000000,,,"",,""
1626,"VIR IENA CONSULTING ADBI",12540.000000,,,"",,""
1627,"VIR S.A.S. BUSINESS MESSAG FC190156 201904013",13582.800000,,,"",,""
1628,"RELEVE CARTE 22124388",,-4337.770000,,"",,""
1629,"PRLV SEPA SPB DEB-SPB-876-20190525-000030751632 ASSURANCE MOBILE SPB BOUYGUES TELECOM",,-14.990000,11,"ASSURANCES",27,"Assurance mobiles "
1630,"VIR CDISCOUNT 0002575858 /INV/FC190096 31.3.2019/INV/FC190101 31.3.2019/INV/FC190133 31.3.2019",25692.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1631,"VIR BUSINESS ET DECISION FRA I0001265108906 BUSINESS ET DECISION",9936.000000,,,"",,""
1632,"VIR SAINT GOBAIN ACHATS 0240012199 /INV/FC190179 30.4.2019",11520.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1633,"VIR VERALLIA PACKAGING 0018001995 /INV/FC190119 31.3.2019",12402.000000,,,"",,""
1634,"PRLV SEPA BOUYGUES TELECOM PAGP0100KGFL2S BOUYGUES TELECOM",,-24.990000,17,"FRAIS POSTE ET TELECOM",43,"Frais de téléphonie"
1635,"VIR PSP Nø001/03",,-8645.640000,13,"INTERMED ET HONORAIRES",110,"Honoraires  agents sécu-accueil"
1636,"REM CHQ REF10290A04",1674.440000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1637,"VIR TENDEM 19.05",,-207.840000,8,"ENTRETIEN BIENS IMMOBIL",21,"Entretien de biens immobiliers"
1638,"PRLV SEPA CUBE CUBE FT12955-1 FACTURE FT12955 - PERIODE 201905",,-302.100000,17,"FRAIS POSTE ET TELECOM",43,"Frais de téléphonie"
1639,"PRLV SEPA TOTAL MS I0000002721200-010032544393062019 /INV/F9F82347/0087263392 //20190603-SAGR3",,-291.320000,3,"MATIERES ET FOURNITURES",6,"Carburant"
1640,"VIR CARREFOUR BANQUE 2000003459 /INV/FC190208 31.5.2019",13200.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1641,"PRLV SEPA DGFIP 220750560700073522819 TVA-062019-3310CA3",,-51867.000000,41,"DETTE FISCALE ET SOCIALE ",113,"Tva"
1642,"VIR 2B CONSULTING SAS 2B CON FOURNISSEURS 30/06/19-0013",22320.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1643,"PRLV SEPA SEFIA SEF/T005273743/77024247 F190211436",,-543.040000,6,"LOCATIONS MOBILIERES",18,"Locations Hyundai Tucson"
1644,"ECH PRET CAP+IN 10934 201056 04 TAUX= 1,70000 INT= 322,81",,-12987.810000,30,"CHARGES D'INTERETS",87,"Intérêts emprunt 450 K€ "
1645,"VIR ATHAIS CONSULTING SARL FC190241",1920.000000,,,"",,""
1646,"VIR AGENCE NALE POUR LA FORM , FC190159, AV190003, INV-1121 - RA AFPA 24 AFPA SIA.GE SOCIAL",39930.000000,,,"",,""
1647,"RELEVE CARTE 23697515",,-962.980000,,"",,""
1648,"REM CHQ REF10290A04",648.000000,,,"",,""
1649,"VIR EURL TS CONSULT ZZ15P0DE968E2R5QJ FACTURE ADBI YACINE MAZARI 042019",12240.000000,,,"",,""
1650,"VIR AYDON 30066-12-19169625018250 ABDI F 190066",11520.000000,,,"",,""
1651,"VIR LAGARDERE TRAVEL RETAIL RH18 2019-06-27:120510359 LAGARDERE TR FRANCE",9900.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1652,"VIR DS RECRUTEMENT 4 & 5/19 WB",,-3780.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1653,"VIR LEXICO RGLT FACTURE FC190176",10836.000000,,,"",,""
1654,"ADBI FC190188 AC CONSEIL",10032.000000,,,"",,""
1655,"VIR SAINT GOBAIN ACHATS 0240012156 /INV/FC190089 28.2.2019/INV/FC190102 31.3.2019",27360.000000,,,"",,""
1656,"PRLV SEPA DGFIP 220750560700072707082 IS-062019-2571",,-54215.000000,33,"IMPOTS SUR LES BENEFICES",92,"Impôts sur les sociétés "
1657,"PRLV SEPA ENGIE 840006515182 Z 300001929622-040012775582",,-39.460000,3,"MATIERES ET FOURNITURES",4,"Electricité "
1658,"VIR ADAMI 1906279000",9000.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1659,"VIR COM CAUTIONS 01/06 DECOMPTE AVALS ET CAUTIONS ARRE",,-25.290000,18,"SERVICES BANCAIRES",45,"Frais bancaires"
1660,"PRLV SEPA SPB DEB-SPB-876-20190525-000030723682 ASSURANCE MOBILE SPB BOUYGUES TELECOM",,-13.990000,11,"ASSURANCES",27,"Assurance mobiles "
1661,"PRLV SEPA DGFIP 320750560SK0IA2X23F54QLIXZC5ZHPIA3 PASDSN17062019-052019-80532165000030",,-9190.000000,,"",,""
1662,"VIR KEYRUS SA FV00005871 FC190173",8856.000000,,,"",,""
1663,"PRLV SEPA ENGIE 780001691698 Z 300001929622-930000990572",,-120.600000,3,"MATIERES ET FOURNITURES",4,"Electricité "
1664,"PRLV SEPA FREE TELECOM FHD 876981570 FREE HAUTDEBIT 876981570",,-40.690000,17,"FRAIS POSTE ET TELECOM",43,"Frais de téléphonie"
1665,"VIR AGENCE NALE POUR LA FORM , FC190085, FC190053 AFPA 24 AFPA SIA.GE SOCIAL",20460.000000,,,"",,""
1666,"VIR AUSY FC190161 FA-ADBI SARL-AT-IDJERAOUI-CST.AT.1",35574.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1667,"VIR MICROPOLE FRANCE 1905286212",34248.000000,,35,"VENTES PRESTATIONS SERV",95,"Prestations services prod."
1668,"VIR PSP Nø001/04",,-8313.120000,13,"INTERMED ET HONORAIRES",110,"Honoraires  agents sécu-accueil"
